snapshot_date,symbol,fy_date,epsAvg,epsHigh,epsLow,numAnalystsEps,revenueAvg,numAnalystsRevenue,sector,price,marketCap,volume
2026-08-14,ABBV,2027-12-31,16.48755,17.76992,15.00163,14,73160003859,18,Healthcare,250.245,442131069491,1603159
2026-08-14,ABCL,2030-12-31,-0.6625,-0.2111,-0.97332,1,118543000,2,Healthcare,11.41,3484328750,8765419.62837
2026-08-14,ABCL,2029-12-31,-0.765,-0.24377,-1.1239,1,61079000,2,Healthcare,11.41,3484328750,8765419.62837
2026-08-14,ABCL,2028-12-31,-0.8075,-0.6623,-0.95779,4,34497800,4,Healthcare,11.41,3484328750,8765419.62837
2026-08-14,ABCL,2027-12-31,-0.62571,-0.60254,-0.65661,4,32589624,6,Healthcare,11.41,3484328750,8765419.62837
2026-08-14,ABNB,2030-12-31,10.34857,10.90243,9.96446,9,20167342857,11,Consumer Cyclical,184.887,109732954325,1911480
2026-08-14,ABNB,2029-12-31,8.82949,9.30205,8.50176,9,18798924111,11,Consumer Cyclical,184.887,109732954325,1911480
2026-08-14,ABNB,2028-12-31,7.11369,9.57309,5.93234,21,17067189655,23,Consumer Cyclical,184.887,109732954325,1911480
2026-08-14,ABNB,2027-12-31,6.04502,7.76631,5.4815,30,15438092567,33,Consumer Cyclical,184.887,109732954325,1911480
2026-08-14,ABT,2030-12-31,8.275,8.39831,7.97999,4,67245725000,10,Healthcare,111.39,192747403807,2584842
2026-08-14,ABT,2029-12-31,7.45278,7.56384,7.18709,4,62857912703,10,Healthcare,111.39,192747403807,2584842
2026-08-14,ABT,2028-12-31,6.72161,8.06033,4.4963,10,58484971010,20,Healthcare,111.39,192747403807,2584842
2026-08-14,ABT,2027-12-31,6.06273,6.18239,6.0029,17,54698999775,20,Healthcare,111.39,192747403807,2584842
2026-08-14,ABVX,2030-12-31,8.4051,24.67379,1.84862,1,1639737046,5,Healthcare,119.4387,8770722350,608114.92582
2026-08-14,ABVX,2029-12-31,6.52832,19.16437,1.43584,1,1248282622,5,Healthcare,119.4387,8770722350,608114.92582
2026-08-14,ABVX,2028-12-31,0.40632,1.90452,-0.35654,3,505876532,11,Healthcare,119.4387,8770722350,608114.92582
2026-08-14,ABVX,2027-12-31,-3.06355,-2.04841,-4.53188,4,105473974,10,Healthcare,119.4387,8770722350,608114.92582
2026-08-14,ACAD,2030-12-31,2.4642,2.68107,2.31773,13,1863155775,9,Healthcare,28.3054,4846903474,521726.5408
2026-08-14,ACAD,2029-12-31,1.88565,2.05161,1.77357,13,1711727039,10,Healthcare,28.3054,4846903474,521726.5408
2026-08-14,ACAD,2028-12-31,1.58271,2.91549,0.83451,16,1614543175,18,Healthcare,28.3054,4846903474,521726.5408
2026-08-14,ACAD,2027-12-31,0.92133,1.77685,0.48887,13,1428818723,16,Healthcare,28.3054,4846903474,521726.5408
2026-08-14,ACI,2031-02-28,1.67,1.70746,1.64207,1,86966100000,3,Consumer Defensive,12.48,6056868480,2384627.65695
2026-08-14,ACI,2030-02-28,1.68,1.71769,1.6519,1,85260900000,4,Consumer Defensive,12.48,6056868480,2384627.65695
2026-08-14,ACI,2029-02-28,1.96427,2.72119,1.20735,2,83093993246,8,Consumer Defensive,12.48,6056868480,2384627.65695
2026-08-14,ACI,2028-02-28,1.9043,2.18944,1.69045,9,82349986941,12,Consumer Defensive,12.48,6056868480,2384627.65695
2026-08-14,ACM,2028-09-30,7.61396,8.02484,7.20308,2,8725187500,1,Industrials,62.81,8072529630,771524
2026-08-14,ACM,2027-09-30,6.7163,6.95475,6.4083,7,8371926525,2,Industrials,62.81,8072529630,771524
2026-08-14,ACM,2026-09-30,5.95583,5.98576,5.886,6,7893583310,2,Industrials,62.81,8072529630,771524
2026-08-14,ACM,2025-09-30,5.24014,5.25014,5.23014,8,7551654667,3,Industrials,62.81,8072529630,771524
2026-08-14,ACN,2030-08-31,18.92,19.50181,18.57583,4,97613000000,14,Technology,177,108313753293,4372632
2026-08-14,ACN,2029-08-31,18.44,19.00705,18.10456,9,89760000000,9,Technology,177,108313753293,4372632
2026-08-14,ACN,2028-08-31,15.749,16.65271,14.61093,11,80670850232,19,Technology,177,108313753293,4372632
2026-08-14,ACN,2027-08-31,14.67898,14.97916,14.12864,18,76606388106,20,Technology,177,108313753293,4372632
2026-08-14,ADBE,2030-11-28,34.84,35.9375,33.90354,6,37329600000,16,Technology,265.495,105534262500,1725830.10452
2026-08-14,ADBE,2029-11-28,32.28,33.29686,31.41235,5,34375400000,12,Technology,265.495,105534262500,1725830.10452
2026-08-14,ADBE,2028-11-28,31.42182,36.5999,28.7818,9,31489310976,17,Technology,265.495,105534262500,1725830.10452
2026-08-14,ADBE,2027-11-28,27.50879,28.58304,26.29399,22,28929396556,26,Technology,265.495,105534262500,1725830.10452
2026-08-14,ADEA,2028-12-31,1.81,1.81952,1.80405,1,475000000,1,Technology,30.05,3314334700,537603.36282
2026-08-14,ADEA,2027-12-31,1.61075,1.68932,1.52236,3,450814500,3,Technology,30.05,3314334700,537603.36282
2026-08-14,ADEA,2026-12-31,1.42375,1.44366,1.39388,3,416036000,3,Technology,30.05,3314334700,537603.36282
2026-08-14,ADEA,2025-12-31,1.44125,1.45067,1.42241,3,429195250,3,Technology,30.05,3314334700,537603.36282
2026-08-14,ADI,2030-11-01,23.9,25.71857,22.60968,2,25087000000,10,Technology,383.445,186771074715,992295.86827
2026-08-14,ADI,2029-11-01,19.67165,21.16848,18.60961,2,21311838500,7,Technology,383.445,186771074715,992295.86827
2026-08-14,ADI,2028-11-01,17.35157,19.07878,15.71057,6,18759669494,13,Technology,383.445,186771074715,992295.86827
2026-08-14,ADI,2027-11-01,15.08615,16.36481,14.03435,17,17099362523,20,Technology,383.445,186771074715,992295.86827
2026-08-14,ADM,2030-12-31,4.64,5.65346,4.26469,1,85761000000,2,Consumer Defensive,80.275,38689098175,750321
2026-08-14,ADM,2029-12-31,5.0143,6.10952,4.60872,1,84712996700,2,Consumer Defensive,80.275,38689098175,750321
2026-08-14,ADM,2028-12-31,5.64209,6.87443,5.18573,1,95613901762,5,Consumer Defensive,80.275,38689098175,750321
2026-08-14,ADM,2027-12-31,5.83184,6.36928,5.26009,6,91276437711,6,Consumer Defensive,80.275,38689098175,750321
2026-08-14,ADNT,2030-09-30,8.5,8.68524,8.31371,1,16533099999,9,Consumer Cyclical,20.465,1604729965,585319
2026-08-14,ADNT,2029-09-30,6.65,6.79492,6.50425,1,16174100000,9,Consumer Cyclical,20.465,1604729965,585319
2026-08-14,ADNT,2028-09-30,4.09593,4.88842,3.12199,3,15653726302,10,Consumer Cyclical,20.465,1604729965,585319
2026-08-14,ADNT,2027-09-30,3.20103,3.57075,2.93833,7,15125767770,9,Consumer Cyclical,20.465,1604729965,585319
2026-08-14,ADP,2029-06-30,14.57512,14.93039,14.00094,4,25877257436,7,Technology,272.775,109037441850,578604.29486
2026-08-14,ADP,2028-06-30,13.38739,13.54641,13.07929,10,24535784999,12,Technology,272.775,109037441850,578604.29486
2026-08-14,ADP,2027-06-30,12.24808,12.328,12.08824,11,23210997399,12,Technology,272.775,109037441850,578604.29486
2026-08-14,ADP,2026-06-30,11.07324,11.10322,11.04326,10,21910634900,12,Technology,272.775,109037441850,578604.29486
2026-08-14,ADPT,2030-12-31,0.05,0.05149236,0.04755731,1,676100000,2,Healthcare,24.8844,3982598914,910901.35227
2026-08-14,ADPT,2029-12-31,0.23,0.23686,0.21876,1,544500000,2,Healthcare,24.8844,3982598914,910901.35227
2026-08-14,ADPT,2028-12-31,0.04,0.30801,-0.38898,5,436446923,5,Healthcare,24.8844,3982598914,910901.35227
2026-08-14,ADPT,2027-12-31,-0.17625,-0.13219,-0.23133,6,357328569,7,Healthcare,24.8844,3982598914,910901.35227
2026-08-14,ADSK,2031-01-31,0,0,0,5,12075000000,7,Technology,252.88,53394411073,590978
2026-08-14,ADSK,2030-01-31,18.14432,18.77096,17.65776,4,11034501123,8,Technology,252.88,53394411073,590978
2026-08-14,ADSK,2029-01-31,16.35672,18.25124,14.58711,10,10002774187,16,Technology,252.88,53394411073,590978
2026-08-14,ADSK,2028-01-31,14.2004,14.7765,13.58387,20,9033308552,25,Technology,252.88,53394411073,590978
2026-08-14,AEBI,2028-12-31,0,0,0,1,2269855200,1,Industrials,12.63,978902359,633908
2026-08-14,AEBI,2027-12-31,1.27,1.31342,1.22658,2,2168182500,2,Industrials,12.63,978902359,633908
2026-08-14,AEBI,2026-12-31,0.725,0.84228,0.60772,2,2045217500,3,Industrials,12.63,978902359,633908
2026-08-14,AEBI,2025-12-31,0.3194,0.46136,0.17744,2,1907000000,2,Industrials,12.63,978902359,633908
2026-08-14,AEHR,2030-05-29,1.14,1.17608,1.10886,1,196103000,1,Technology,132.256,4314250235,2790025.57372
2026-08-14,AEHR,2029-05-29,2.27,2.34185,2.20799,1,275550000,1,Technology,132.256,4314250235,2790025.57372
2026-08-14,AEHR,2028-05-29,1.38333,1.42712,1.34554,2,211322000,2,Technology,132.256,4314250235,2790025.57372
2026-08-14,AEHR,2027-05-29,0.63,0.64994,0.61279,2,125940500,1,Technology,132.256,4314250235,2790025.57372
2026-08-14,AEM,2030-12-31,10.45321,13.03783,8.89643,4,11241602736,5,Basic Materials,186.32,94345901460,1829552
2026-08-14,AEM,2029-12-31,10.68548,13.32753,9.09411,2,12638497947,5,Basic Materials,186.32,94345901460,1829552
2026-08-14,AEM,2028-12-31,12.04116,16.09111,9.78277,7,15235226896,11,Basic Materials,186.32,94345901460,1829552
2026-08-14,AEM,2027-12-31,12.64066,13.86255,10.93217,11,16294487768,10,Basic Materials,186.32,94345901460,1829552
2026-08-14,AEO,2029-01-31,2.27113,2.3151,2.23368,1,6222774339,4,Consumer Cyclical,16.255,2723899115,1850077
2026-08-14,AEO,2028-01-31,1.94541,2.099,1.628,4,5996544977,9,Consumer Cyclical,16.255,2723899115,1850077
2026-08-14,AEO,2027-01-31,1.75802,1.82794,1.6881,4,5801184414,9,Consumer Cyclical,16.255,2723899115,1850077
2026-08-14,AEO,2026-01-31,1.37974,1.40995,1.29917,5,5473966265,7,Consumer Cyclical,16.255,2723899115,1850077
2026-08-14,AEP,2030-12-31,9.15816,10.33392,8.23578,4,30957631014,14,Utilities,125.895,68536860315,1013021
2026-08-14,AEP,2029-12-31,8.36581,9.43984,7.52323,2,28916770586,14,Utilities,125.895,68536860315,1013021
2026-08-14,AEP,2028-12-31,7.59689,7.67735,7.52681,7,26662753267,16,Utilities,125.895,68536860315,1013021
2026-08-14,AEP,2027-12-31,6.85643,6.98636,6.77647,13,24744577639,12,Utilities,125.895,68536860315,1013021
2026-08-14,AES,2028-12-31,2.60726,2.84759,2.36424,3,13905309913,5,Utilities,14.735,10508383130,1018753
2026-08-14,AES,2027-12-31,2.47058,2.62761,2.1984,6,13500153398,5,Utilities,14.735,10508383130,1018753
2026-08-14,AES,2026-12-31,2.30609,2.43816,2.05212,5,12818493604,5,Utilities,14.735,10508383130,1018753
2026-08-14,AES,2025-12-31,2.1349,2.28739,1.82991,10,12056131867,4,Utilities,14.735,10508383130,1018753
2026-08-14,AESI,2028-12-31,0.61029,1.15875,-0.41625,5,1544111080,6,Energy,12.585,1571936775,1506582.34145
2026-08-14,AESI,2027-12-31,0.13221,0.23924,0.01888714,5,1306254674,7,Energy,12.585,1571936775,1506582.34145
2026-08-14,AESI,2026-12-31,-0.76117,-0.61479,-0.90755,4,1128780377,4,Energy,12.585,1571936775,1506582.34145
2026-08-14,AESI,2025-12-31,-0.44787,-0.39698,-0.47841,3,1086262009,6,Energy,12.585,1571936775,1506582.34145
2026-08-14,AEVA,2030-12-31,0.975,1.13449,0.82855,1,814722000,2,Technology,23.43,1582349736,1017072.93959
2026-08-14,AEVA,2029-12-31,0.12,0.13963,0.10198,1,522611500,1,Technology,23.43,1582349736,1017072.93959
2026-08-14,AEVA,2028-12-31,-0.588,-0.57423,-0.60177,2,208237000,3,Technology,23.43,1582349736,1017072.93959
2026-08-14,AEVA,2027-12-31,-0.88,-0.81143,-0.94857,2,70879721,3,Technology,23.43,1582349736,1017072.93959
2026-08-14,AFL,2029-12-31,8.1504,8.41943,7.84223,1,17468092450,2,Financial Services,121.67,61928204950,698218
2026-08-14,AFL,2028-12-31,7.90593,8.09379,7.70422,5,17019480811,4,Financial Services,121.67,61928204950,698218
2026-08-14,AFL,2027-12-31,7.54604,8.4228,7.24065,9,16799768496,4,Financial Services,121.67,61928204950,698218
2026-08-14,AFL,2026-12-31,7.0181,7.25668,6.91869,9,16768774544,4,Financial Services,121.67,61928204950,698218
2026-08-14,AFRM,2030-06-30,4.1074,4.51031,3.76723,8,17001920630,8,Financial Services,79.0095,26460167460,987661.63411
2026-08-14,AFRM,2029-06-30,3.77161,4.12585,3.39425,10,8153615688,11,Financial Services,79.0095,26460167460,987661.63411
2026-08-14,AFRM,2028-06-30,2.58422,3.45173,1.8268,22,6586462856,23,Financial Services,79.0095,26460167460,987661.63411
2026-08-14,AFRM,2027-06-30,1.79997,2.32322,1.39184,16,5275769312,25,Financial Services,79.0095,26460167460,987661.63411
2026-08-14,AG,2030-12-31,0.69,0.72428,0.64126,1,1639577151,1,Basic Materials,19.255,9493254140,7013499
2026-08-14,AG,2029-12-31,0.76667,0.80476,0.71251,1,1579788753,1,Basic Materials,19.255,9493254140,7013499
2026-08-14,AG,2028-12-31,1.0125,1.0628,0.94098,1,1995463137,2,Basic Materials,19.255,9493254140,7013499
2026-08-14,AG,2027-12-31,0.964,1.12467,0.80333,2,1828169009,2,Basic Materials,19.255,9493254140,7013499
2026-08-14,AGI,2030-12-31,4.35,5.30496,3.76404,1,4226000000,2,Basic Materials,33.295,13982734675,1602875
2026-08-14,AGI,2029-12-31,3.9275,4.78971,3.39846,1,4068766667,2,Basic Materials,33.295,13982734675,1602875
2026-08-14,AGI,2028-12-31,3.70482,4.79136,3.11952,3,3576186679,5,Basic Materials,33.295,13982734675,1602875
2026-08-14,AGI,2027-12-31,2.85966,3.3396,2.38972,7,3065256062,4,Basic Materials,33.295,13982734675,1602875
2026-08-14,AGIO,2030-12-31,0.202,0.28594,0.1219,1,726968200,5,Healthcare,33.2038,1982329316,563602.45044
2026-08-14,AGIO,2029-12-31,-1.434,-0.86536,-2.02987,1,576889400,3,Healthcare,33.2038,1982329316,563602.45044
2026-08-14,AGIO,2028-12-31,-2.58624,-1.68698,-3.64845,5,466515069,7,Healthcare,33.2038,1982329316,563602.45044
2026-08-14,AGIO,2027-12-31,-4.0193,-3.23421,-5.25666,8,330153490,7,Healthcare,33.2038,1982329316,563602.45044
2026-08-14,AGNC,2028-12-31,1.45459,1.82974,1.05888,1,2069040830,1,Real Estate,10.965,12587052450,7831557
2026-08-14,AGNC,2027-12-31,1.50079,1.55049,1.47097,9,4410300000,5,Real Estate,10.965,12587052450,7831557
2026-08-14,AGNC,2026-12-31,1.57803,1.58789,1.56817,8,4193760000,4,Real Estate,10.965,12587052450,7831557
2026-08-14,AGNC,2025-12-31,1.53067,1.54067,1.52067,9,3519760000,4,Real Estate,10.965,12587052450,7831557
2026-08-14,AHR,2030-12-31,0,0,0,0,4041113616,1,Real Estate,54.285,11221920490,1603944
2026-08-14,AHR,2029-12-31,1.52,1.6395,1.46085,1,3501541880,1,Real Estate,54.285,11221920490,1603944
2026-08-14,AHR,2028-12-31,1.03854,1.06838,1.00871,2,3023687899,1,Real Estate,54.285,11221920490,1603944
2026-08-14,AHR,2027-12-31,0.81093,0.83199,0.78285,3,2908339722,4,Real Estate,54.285,11221920490,1603944
2026-08-14,AIG,2028-12-31,9.47121,10.32049,7.69357,4,33231201546,3,Financial Services,76.61,40619081660,1308884
2026-08-14,AIG,2027-12-31,8.85811,9.24193,8.13088,12,31860978963,5,Financial Services,76.61,40619081660,1308884
2026-08-14,AIG,2026-12-31,7.99043,8.21099,7.36884,12,29218244395,5,Financial Services,76.61,40619081660,1308884
2026-08-14,AIG,2025-12-31,7.04004,7.10021,6.9197,14,27208911187,4,Financial Services,76.61,40619081660,1308884
2026-08-14,AKAM,2030-12-31,9.385,9.72945,9.08626,1,6535159000,6,Technology,125.742,18281057380,1080781.40455
2026-08-14,AKAM,2029-12-31,8.22,8.52169,7.95834,1,5988392000,10,Technology,125.742,18281057380,1080781.40455
2026-08-14,AKAM,2028-12-31,7.91142,10.83728,4.61381,5,5512577237,12,Technology,125.742,18281057380,1080781.40455
2026-08-14,AKAM,2027-12-31,7.12382,7.81613,5.83953,16,4995290197,19,Technology,125.742,18281057380,1080781.40455
2026-08-14,ALAB,2030-12-31,8.65,11.73999,6.34715,5,4054000000,15,Technology,316.12,54185477677,1531834.86952
2026-08-14,ALAB,2029-12-31,6.99342,9.49164,5.13159,9,3306174831,9,Technology,316.12,54185477677,1531834.86952
2026-08-14,ALAB,2028-12-31,7.92919,10.98253,2.9965,12,3753356379,19,Technology,316.12,54185477677,1531834.86952
2026-08-14,ALAB,2027-12-31,6.34553,8.96113,5.41692,15,2960708747,18,Technology,316.12,54185477677,1531834.86952
2026-08-14,ALB,2030-12-31,13.85,18.24284,11.18846,1,7397000000,6,Basic Materials,136.11,16052085348,1294489
2026-08-14,ALB,2029-12-31,10.83538,14.27206,8.75315,1,6262932475,10,Basic Materials,136.11,16052085348,1294489
2026-08-14,ALB,2028-12-31,12.04917,17.58653,6.04957,3,6715421481,12,Basic Materials,136.11,16052085348,1294489
2026-08-14,ALB,2027-12-31,11.66464,16.24416,7.3948,10,6549711398,14,Basic Materials,136.11,16052085348,1294489
2026-08-14,ALC,2030-12-31,5.7571,5.91833,5.65226,6,13870517790,14,Healthcare,74.39,36280003000,650064
2026-08-14,ALC,2029-12-31,5.08542,5.22784,4.99281,9,12964798211,14,Healthcare,74.39,36280003000,650064
2026-08-14,ALC,2028-12-31,4.39524,5.4397,2.90651,15,12267445587,16,Healthcare,74.39,36280003000,650064
2026-08-14,ALC,2027-12-31,3.88221,3.99199,3.78241,17,11574455221,16,Healthcare,74.39,36280003000,650064
2026-08-14,ALGN,2029-12-31,15.345,15.68781,15.11503,1,4851500000,10,Healthcare,181.72,13014446038,553968.8197
2026-08-14,ALGN,2028-12-31,13.80295,15.404,12.45257,5,4559313807,12,Healthcare,181.72,13014446038,553968.8197
2026-08-14,ALGN,2027-12-31,12.52089,12.94567,12.11634,10,4330932152,12,Healthcare,181.72,13014446038,553968.8197
2026-08-14,ALGN,2026-12-31,11.28009,11.63819,11.15078,10,4169141359,12,Healthcare,181.72,13014446038,553968.8197
2026-08-14,ALH,2028-12-31,1.63351,1.64603,1.62834,2,2058839195,1,Industrials,25.16,4996993886,509463
2026-08-14,ALH,2027-12-31,1.46471,1.48505,1.44437,5,1939787055,5,Industrials,25.16,4996993886,509463
2026-08-14,ALH,2026-12-31,1.28921,1.29909,1.27922,5,1826604576,5,Industrials,25.16,4996993886,509463
2026-08-14,ALH,2025-12-31,0.93592,1.03877,0.87421,5,1692521435,5,Industrials,25.16,4996993886,509463
2026-08-14,ALHC,2030-12-31,1.71333,1.77987,1.6579,4,13129682000,4,Healthcare,14.0242,2909109927,2101120.4429
2026-08-14,ALHC,2029-12-31,1.28,1.32971,1.23859,2,10427572000,4,Healthcare,14.0242,2909109927,2101120.4429
2026-08-14,ALHC,2028-12-31,0.7605,0.89148,0.59161,7,8074445579,9,Healthcare,14.0242,2909109927,2101120.4429
2026-08-14,ALHC,2027-12-31,0.4355,0.53228,0.38711,6,6501072038,9,Healthcare,14.0242,2909109927,2101120.4429
2026-08-14,ALK,2030-12-31,13.46,13.87099,13.03923,1,20361000000,6,Industrials,46.115,5138548335,942424
2026-08-14,ALK,2029-12-31,11.66,12.01603,11.2955,1,19203000000,6,Industrials,46.115,5138548335,942424
2026-08-14,ALK,2028-12-31,8.7277,10.62503,6.83037,2,17841667631,8,Industrials,46.115,5138548335,942424
2026-08-14,ALK,2027-12-31,5.987,7.75295,4.95327,9,16870746127,10,Industrials,46.115,5138548335,942424
2026-08-14,ALLE,2029-12-31,12.54973,12.83228,12.22748,1,5166498875,4,Industrials,164.60001,13997058130,544871
2026-08-14,ALLE,2028-12-31,10.64645,10.90412,10.21923,4,4839063801,6,Industrials,164.60001,13997058130,544871
2026-08-14,ALLE,2027-12-31,9.71985,10.04795,9.48403,8,4624150854,9,Industrials,164.60001,13997058130,544871
2026-08-14,ALLE,2026-12-31,8.93284,9.02348,8.78178,7,4413005465,8,Industrials,164.60001,13997058130,544871
2026-08-14,ALLY,2028-12-31,7.14799,7.70519,5.62024,7,10000955631,10,Financial Services,44.88,13652496000,1075291
2026-08-14,ALLY,2027-12-31,6.41569,6.54662,6.18404,11,9652584542,11,Financial Services,44.88,13652496000,1075291
2026-08-14,ALLY,2026-12-31,5.2303,5.49232,5.00859,11,9081608456,11,Financial Services,44.88,13652496000,1075291
2026-08-14,ALLY,2025-12-31,3.74389,3.90406,3.64379,13,7934441982,11,Financial Services,44.88,13652496000,1075291
2026-08-14,ALM,2030-12-31,2.40019,3.60723,1.24598,1,1197251565,3,Basic Materials,15.1617,4302011081,3776329.92269
2026-08-14,ALM,2029-12-31,2.46507,3.70474,1.27966,1,1228678550,4,Basic Materials,15.1617,4302011081,3776329.92269
2026-08-14,ALM,2028-12-31,1.9246,2.89247,0.99909,1,971090084,2,Basic Materials,15.1617,4302011081,3776329.92269
2026-08-14,ALM,2027-12-31,1.46966,2.74571,0.73043,3,704808032,6,Basic Materials,15.1617,4302011081,3776329.92269
2026-08-14,ALMS,2030-12-31,1.27648,2.58327,0.34568,2,875794500,3,Healthcare,24.9239,3076408619,672215.45263
2026-08-14,ALMS,2029-12-31,-0.81102,-0.21963,-1.6413,3,426583100,4,Healthcare,24.9239,3076408619,672215.45263
2026-08-14,ALMS,2028-12-31,-1.94518,-1.00009,-2.81026,6,174250254,6,Healthcare,24.9239,3076408619,672215.45263
2026-08-14,ALMS,2027-12-31,-2.734,-2.20708,-2.99249,7,26482401,8,Healthcare,24.9239,3076408619,672215.45263
2026-08-14,ALNY,2030-12-31,17.19,20.42073,14.73154,6,11014400000,10,Healthcare,227.9422,30500717840,744487.9584
2026-08-14,ALNY,2029-12-31,14.57917,17.31921,12.4941,9,9710466667,10,Healthcare,227.9422,30500717840,744487.9584
2026-08-14,ALNY,2028-12-31,12.85221,16.99672,8.77042,15,8534681336,21,Healthcare,227.9422,30500717840,744487.9584
2026-08-14,ALNY,2027-12-31,9.98552,11.8424,7.67406,14,7052058293,19,Healthcare,227.9422,30500717840,744487.9584
2026-08-14,ALOY,2030-12-31,2.37,2.90708,1.83292,1,674481500,1,Basic Materials,14.65,999584707,4232930
2026-08-14,ALOY,2029-12-31,0.37,0.45385,0.28615,1,195602000,1,Basic Materials,14.65,999584707,4232930
2026-08-14,ALOY,2028-12-31,0.063333,0.0776852,0.0489808,1,101476667,1,Basic Materials,14.65,999584707,4232930
2026-08-14,ALOY,2027-12-31,-0.14333,-0.01023786,-0.27642,1,32377000,1,Basic Materials,14.65,999584707,4232930
2026-08-14,AM,2030-12-31,1.79,1.91543,1.63119,1,1751970898,2,Energy,22.485,10673044890,692410
2026-08-14,AM,2029-12-31,1.58,1.69072,1.43982,1,1639960610,2,Energy,22.485,10673044890,692410
2026-08-14,AM,2028-12-31,1.45994,1.54423,1.40354,5,1484384988,4,Energy,22.485,10673044890,692410
2026-08-14,AM,2027-12-31,1.29946,1.40098,1.17764,4,1397583063,4,Energy,22.485,10673044890,692410
2026-08-14,AMAT,2029-10-26,22.6781,26.37711,19.5695,6,54164429366,10,Technology,504.36,400441161240,9192403.71104
2026-08-14,AMAT,2028-10-26,21.95064,28.65651,14.40413,11,52088825270,20,Technology,504.36,400441161240,9192403.71104
2026-08-14,AMAT,2027-10-26,17.0487,19.79036,13.10954,19,43128303560,25,Technology,504.36,400441161240,9192403.71104
2026-08-14,AMAT,2026-10-26,12.2915,12.60537,11.65364,20,33449919515,26,Technology,504.36,400441161240,9192403.71104
2026-08-14,AMCR,2029-06-30,4.47382,4.84291,4.23434,1,23786622706,4,Consumer Cyclical,46.14,21332630137,1437478
2026-08-14,AMCR,2028-06-30,4.45726,5.02197,3.70271,5,23596086685,18,Consumer Cyclical,46.14,21332630137,1437478
2026-08-14,AMCR,2027-06-30,4.58935,4.81665,4.23216,9,23950447361,16,Consumer Cyclical,46.14,21332630137,1437478
2026-08-14,AMCR,2026-06-30,3.98175,4.01184,3.86139,9,23113032150,16,Consumer Cyclical,46.14,21332630137,1437478
2026-08-14,AMD,2030-12-27,42.5425,57.33228,30.1523,10,237778750000,30,Technology,507.6474,827769850440,18183139.07962
2026-08-14,AMD,2029-12-27,29.412,39.637,20.84596,8,160429600000,26,Technology,507.6474,827769850440,18183139.07962
2026-08-14,AMD,2028-12-27,21.5529,30.29144,13.68667,19,117988881310,34,Technology,507.6474,827769850440,18183139.07962
